gbpaud,gbpdkk,gbpsek
1.8117,8.4661,12.105
1.8117,8.4667,12.1009
1.8118,8.467,12.0975
1.8115,8.4662,12.1016
1.811,8.4623,12.104
1.8111,8.4637,12.1086
1.8103,8.4565,12.111
1.8108,8.4573,12.1038
1.811,8.4568,12.1011
1.8115,8.4541,12.0982
1.8124,8.4544,12.0938
1.8108,8.452,12.0921
1.8105,8.4526,12.0983
1.81,8.4529,12.0981
1.8095,8.4539,12.0973
1.8095,8.4605,12.095
1.8098,8.4534,12.0957
1.8101,8.4515,12.1004
1.8108,8.4475,12.1033
1.8103,8.4486,12.105
1.8105,8.4516,12.1062
1.8106,8.4537,12.1096
1.8112,8.4551,12.1095
1.8118,8.4573,12.1053
1.8113,8.4566,12.0988
1.8114,8.4574,12.0976
1.8115,8.4607,12.099
1.8117,8.4607,12.1034
1.8119,8.4603,12.1015
1.812,8.46,12.0952
1.8121,8.4609,12.0925
1.812,8.4604,12.0895
1.8116,8.4605,12.0881
1.8115,8.46,12.0884
1.8122,8.4592,12.0886
1.8119,8.46,12.0904
1.8115,8.4608,12.0914
1.8112,8.4599,12.091
1.8111,8.458,12.0893
1.811,8.4587,12.0884
1.8111,8.4564,12.0862
1.811,8.4552,12.0869
1.8109,8.4553,12.0911
1.8108,8.4548,12.0904
1.8109,8.4557,12.0879
1.8113,8.4563,12.0875
1.8113,8.4551,12.0877
1.8115,8.4552,12.087
1.8113,8.4548,12.0891
1.811,8.4535,12.0902
1.811,8.4542,12.0904
1.811,8.4557,12.0906
1.8116,8.4546,12.0903
1.8118,8.4551,12.0916
1.8119,8.4534,12.0938
1.8117,8.4532,12.0963
1.8117,8.4532,12.096
1.8117,8.4544,12.097
1.812,8.4549,12.0968
1.8122,8.4551,12.101
1.8123,8.455,12.1004
1.8125,8.4547,12.1012
1.8126,8.4551,12.1012
1.8122,8.4565,12.1019
1.8124,8.4578,12.1019
1.8126,8.4578,12.1018
1.8125,8.4579,12.1001
1.8124,8.4577,12.1001
1.8124,8.4574,12.0982
1.8127,8.4573,12.096
1.8125,8.4579,12.0955
1.8123,8.4579,12.0966
1.8124,8.458,12.095
1.8125,8.458,12.0942
1.8123,8.4579,12.0955
1.8121,8.457,12.0945
1.8118,8.4572,12.0953
1.8119,8.4565,12.0954
1.8119,8.4552,12.0948
1.8117,8.4552,12.0936
1.8119,8.4557,12.0929
1.8118,8.4543,12.0943
1.8119,8.4545,12.0922
1.8118,8.4551,12.0927
1.8114,8.4546,12.0964
1.8112,8.4553,12.0967
1.8106,8.4553,12.0981
1.8104,8.4544,12.0988
1.81,8.4544,12.0992
1.8082,8.4549,12.0918
1.8079,8.4546,12.0908
1.8082,8.4544,12.0897
1.8082,8.4543,12.0886
1.8081,8.4545,12.0879
1.8083,8.4537,12.0885
1.8082,8.4535,12.0889
1.8081,8.4524,12.0883
1.8078,8.4526,12.0874
1.8078,8.4526,12.0894
1.8079,8.452,12.0888
1.8082,8.4512,12.0917
1.8085,8.4522,12.0912
1.8084,8.4508,12.0911
1.8084,8.4514,12.0881
1.808,8.4512,12.0882
1.8081,8.4515,12.0872
1.8078,8.4516,12.0882
1.8072,8.4518,12.0864
1.8071,8.4522,12.0871
1.807,8.452,12.0881
1.8067,8.4516,12.087
1.8067,8.451,12.087
1.8064,8.4509,12.087
1.8069,8.4508,12.0874
1.807,8.4502,12.0884
1.8071,8.4459,12.0865
1.8071,8.4448,12.0882
1.807,8.4453,12.0854
1.807,8.445,12.0872
1.807,8.4502,12.087
1.8071,8.45,12.087
1.8071,8.4507,12.087
1.8071,8.4506,12.0868
1.8071,8.4506,12.0866
1.8068,8.4501,12.0864
1.8067,8.4508,12.0866
1.8065,8.4506,12.0881
1.8066,8.4503,12.0888
1.8069,8.4493,12.0894
1.8068,8.4492,12.0893
1.8075,8.4492,12.0917
1.8076,8.4487,12.0942
1.8077,8.4487,12.0951
1.8084,8.4474,12.0943
1.8086,8.4469,12.0931
1.8092,8.4482,12.0926
1.8088,8.4488,12.0922
1.8087,8.449,12.0921
1.8082,8.45,12.0989
1.8082,8.452,12.0976
1.8087,8.4523,12.0945
1.8081,8.4517,12.1039
1.8076,8.4518,12.1
1.8074,8.4517,12.0976
1.8076,8.4522,12.0972
1.8075,8.4529,12.095
1.8075,8.453,12.0933
1.8081,8.4528,12.0886
1.8083,8.4515,12.0887
1.8082,8.4519,12.0885
1.8081,8.4519,12.093
1.8078,8.4502,12.0956
1.8086,8.4501,12.0959
1.8089,8.4502,12.096
1.8088,8.4514,12.0919
1.8085,8.451,12.0924
1.8091,8.4492,12.1056
1.8094,8.4502,12.1048
1.8084,8.4514,12.0994
1.8083,8.4515,12.0926
1.8087,8.4536,12.0831
1.8086,8.4522,12.1084
1.8095,8.4524,12.1253
1.8091,8.4472,12.1086
1.8093,8.4465,12.1059
1.8092,8.4487,12.1057
1.8092,8.4488,12.1076
1.8093,8.4515,12.1073
1.8091,8.448,12.0901
1.8093,8.4482,12.0824
1.8097,8.448,12.0758
1.8104,8.4502,12.0681
1.8087,8.4503,12.0686
1.8079,8.4489,12.0601
1.8076,8.4515,12.0599
1.8082,8.4539,12.0585
1.8076,8.4568,12.0542
1.8068,8.444,12.0481
1.8056,8.4448,12.0511
1.8051,8.4462,12.0558
1.8045,8.4469,12.0634
1.8044,8.4475,12.0662
1.8043,8.4455,12.0568
1.8038,8.4466,12.0376
1.8041,8.4479,12.0343
1.8044,8.449,12.028
1.8053,8.4443,12.0389
1.8043,8.4425,12.0442
1.8041,8.439,12.0418
1.8044,8.4385,12.0342
1.8059,8.4416,12.0284
1.8057,8.4431,12.0275
1.8042,8.444,12.0278
1.8046,8.4443,12.0211
1.8048,8.4465,12.0254
1.8046,8.4552,12.0239
1.8039,8.4543,12.0226
1.8043,8.4505,12.0209
1.8044,8.4524,12.0198
1.8045,8.4509,12.0304
1.8046,8.4504,12.0282
1.804,8.447,12.0344
1.8036,8.45,12.0332
1.8047,8.4501,12.0333
1.8046,8.4494,12.0267
1.8044,8.4488,12.025
1.8042,8.4454,12.0216
1.8039,8.4443,12.024
1.8037,8.4492,12.0242
1.8036,8.4488,12.0227
1.8029,8.4499,12.0227
1.8031,8.45,12.023
1.8037,8.4497,12.0252
1.8041,8.4488,12.0257
1.8048,8.4474,12.0282
1.8059,8.4458,12.0264
1.8059,8.4482,12.0217
1.806,8.4496,12.0238
1.8067,8.4488,12.0263
1.8066,8.4458,12.0276
1.8068,8.4466,12.0196
1.8059,8.4466,12.0128
1.8057,8.4454,12.0107
1.8057,8.4466,12.0114
1.8056,8.4452,12.0157
1.8058,8.4461,12.027
1.8056,8.4449,12.0219
1.8047,8.4464,12.0188
1.8051,8.4502,12.0176
1.8068,8.4469,12.019
1.8067,8.4464,12.0253
1.8061,8.4459,12.0239
1.8068,8.4468,12.0139
1.8073,8.4485,12.0073
1.8073,8.4556,12.0125
1.8071,8.4524,12.0072
1.8062,8.4508,12.0129
1.8057,8.45,12.0113
1.8059,8.4508,12.0119
1.8047,8.4506,12.0127
1.8044,8.4493,12.0165
1.8048,8.4503,12.0298
1.806,8.4498,12.025
1.8075,8.4511,12.0192
1.8082,8.4466,12.0126
1.8081,8.4432,12.0146
1.8067,8.445,11.9966
1.8063,8.4506,11.9998
1.8048,8.451,11.9983
1.8058,8.4516,11.9999
1.8047,8.4508,12.0026
1.8041,8.443,12.004
1.8041,8.442,12.0003
1.804,8.4385,12.0009
1.8041,8.4385,12.0039
1.8046,8.4402,12.007
1.8054,8.4388,12.0071
1.8051,8.4374,12.0033
1.8052,8.4382,11.9957
1.8055,8.4379,11.9937
1.8061,8.4394,11.9909
1.8061,8.4398,11.9904
1.8058,8.4403,11.9784
1.8063,8.4393,11.9737
1.806,8.4411,11.9761
1.8056,8.4437,11.9733
1.805,8.4433,11.9735
1.8054,8.4417,11.969
1.8059,8.4427,11.9647
1.8055,8.4425,11.9554
1.8053,8.4419,11.9578
1.8052,8.4371,11.9663
1.805,8.4373,11.9683
1.8044,8.4399,11.9681
1.805,8.4411,11.9691
1.805,8.4419,11.9666
1.8052,8.4412,11.9599
1.8043,8.4382,11.9597
1.8039,8.4382,11.9553
1.8042,8.4397,11.9589
1.8032,8.4401,11.9567
1.8026,8.4398,11.9602
1.8022,8.4384,11.9645
1.8025,8.4396,11.9581
1.8027,8.4377,11.9559
1.8027,8.4355,11.9572
1.8028,8.4365,11.9535
1.8029,8.4339,11.9542
1.8031,8.4333,11.9534
1.8026,8.4331,11.9575
1.8024,8.4335,11.9584
1.8024,8.4334,11.9556
1.8019,8.4326,11.9555
1.8014,8.4325,11.9592
1.802,8.4288,11.9602
1.8021,8.4283,11.9615
1.8018,8.4258,11.9686
1.8016,8.4268,11.9645
1.8018,8.4283,11.9628
1.8024,8.4295,11.9628
1.8027,8.4284,11.9586
1.8024,8.4264,11.9572
1.8026,8.4277,11.962
1.8024,8.4284,11.9604
1.8021,8.4313,11.9578
1.8025,8.4331,11.9623
1.8025,8.4335,11.9614
1.8026,8.4344,11.9542
1.8027,8.4342,11.9553
1.8025,8.4336,11.9616
1.8021,8.4328,11.9591
1.8024,8.4339,11.9569
1.8025,8.4339,11.9484
1.8028,8.4325,11.9603
1.8025,8.4319,11.9535
1.8024,8.4326,11.9607
1.802,8.4338,11.9637
1.802,8.4347,11.9629
1.802,8.4352,11.943
1.8017,8.434,11.9432
1.802,8.433,11.9438
1.8023,8.4312,11.9445
1.8019,8.4313,11.9448
1.8019,8.4322,11.9447
1.802,8.4313,11.9443
1.8018,8.4328,11.9459
1.802,8.4333,11.947
1.8025,8.4324,11.943
1.8023,8.4316,11.9441
1.8026,8.4313,11.9435
1.8024,8.4312,11.9463
1.8024,8.4319,11.9493
1.8022,8.4335,11.9463
1.8021,8.432,11.9468
1.8018,8.4329,11.9529
1.8018,8.4329,11.9521
1.8017,8.4333,11.9513
1.8018,8.4333,11.9503
1.8019,8.4333,11.9507
1.8018,8.4332,11.9515
1.8017,8.4323,11.9509
1.8017,8.4325,11.9514
1.8018,8.4328,11.9529
1.8018,8.4323,11.953
1.8018,8.4317,11.9523
1.8019,8.4316,11.9521
1.8019,8.4312,11.9522
1.8021,8.4314,11.9516
1.8021,8.4313,11.9521
1.8019,8.4312,11.9523
1.8018,8.4312,11.9524
1.8018,8.4317,11.953
1.8016,8.4316,11.954
1.8018,8.4312,11.9532
1.8025,8.4308,11.9536
1.8024,8.4307,11.9539
1.8022,8.4302,11.9551
1.802,8.4298,11.9549
1.8014,8.4296,11.9548
1.801,8.4293,11.9558
1.8007,8.4294,11.9555
1.8007,8.43,11.9523
1.8009,8.4305,11.9519
1.8003,8.4306,11.9549
1.8013,8.4317,11.9549
1.8011,8.4327,11.9579
1.8005,8.4332,11.9588
1.8004,8.4337,11.958
1.8004,8.4347,11.9565
1.8005,8.4348,11.9579
1.8002,8.4348,11.9613
1.8,8.4351,11.9608
1.7996,8.4379,11.9614
1.7993,8.4375,11.9606
1.7993,8.4366,11.9608
1.7988,8.4372,11.9621
1.798,8.4371,11.9612
1.7977,8.4373,11.9627
1.7981,8.4382,11.9614
1.7985,8.4381,11.9561
1.7994,8.438,11.9572
1.7994,8.4376,11.9604
1.799,8.437,11.96
1.7987,8.4369,11.9624
1.7991,8.437,11.9623
1.7993,8.4364,11.9621
1.7993,8.436,11.9578
1.7989,8.4362,11.9557
1.7989,8.4363,11.9538
1.7987,8.4369,11.9539
1.7987,8.4372,11.9554
1.7986,8.4354,11.955
1.7986,8.436,11.9549
1.7984,8.4363,11.9533
1.798,8.4365,11.9535
1.7979,8.4355,11.9545
1.7979,8.4354,11.9549
1.7977,8.4339,11.9559
1.7973,8.4342,11.9556
1.7974,8.4342,11.9556
1.7973,8.4348,11.9555
1.7972,8.4352,11.9547
1.7974,8.4351,11.9542
1.7972,8.4351,11.954
1.7966,8.4344,11.9531
1.7965,8.4341,11.95
1.7966,8.4343,11.9512
1.797,8.4341,11.951
1.7966,8.43,11.9511
1.797,8.43,11.9503
1.7971,8.429,11.9513
1.7975,8.429,11.9517
1.7971,8.4291,11.9529
1.7981,8.4293,11.9524
1.7983,8.4298,11.9525
1.7988,8.4313,11.9522
1.799,8.4304,11.951
1.7989,8.4305,11.9501
1.7988,8.4306,11.9522
1.7993,8.4353,11.9533
1.7996,8.4359,11.9534
1.8002,8.4365,11.9537
1.8002,8.4363,11.9547
1.8004,8.4361,11.9566
1.8002,8.4359,11.9567
1.8001,8.4355,11.9549
1.8003,8.4351,11.9549
1.8007,8.4363,11.9547
1.8007,8.4369,11.9502
1.8007,8.4376,11.9503
1.8004,8.4377,11.9515
1.8002,8.438,11.9497
1.7999,8.4382,11.9482
1.8001,8.4383,11.9509
1.8,8.4382,11.9559
1.8003,8.4381,11.9546
1.7999,8.4375,11.9608
1.8005,8.4391,11.965
1.8014,8.4397,11.97
1.8019,8.4396,11.9714
1.8021,8.4368,11.9687
1.8021,8.4361,11.9662
1.8022,8.4354,11.9657
1.8021,8.4363,11.9609
1.8012,8.4358,11.9608
1.802,8.4381,11.9668
1.8022,8.4411,11.9635
1.8017,8.4431,11.9671
1.8017,8.4431,11.9703
1.8024,8.4432,11.9735
1.8024,8.4424,11.9725
1.8022,8.4418,11.9721
1.8027,8.437,11.9687
1.8027,8.4369,11.9669
1.8026,8.4382,11.9644
1.8022,8.4364,11.9665
1.8018,8.4355,11.9693
1.8023,8.4378,11.9674
1.8026,8.443,11.9657
1.8027,8.4447,11.9666
1.8026,8.4445,11.965
1.802,8.4403,11.9588
1.8013,8.4403,11.9587
1.8018,8.4385,11.9609
1.8017,8.4396,11.9642
1.8018,8.4403,11.9639
1.8017,8.4392,11.9637
1.8013,8.4378,11.9665
1.8017,8.4374,11.9695
1.802,8.4365,11.9729
1.8019,8.4321,11.9731
1.8029,8.4346,11.9716
1.8034,8.4331,11.9699
1.8026,8.4347,11.9699
1.8029,8.4339,11.9718
1.8033,8.4341,11.9748
1.803,8.4354,11.9816
1.8038,8.4368,11.9801
1.8035,8.437,11.9799
1.8038,8.4378,11.9794
1.8041,8.4375,11.9731
1.8039,8.4377,11.978
1.8042,8.4394,11.9813
1.8045,8.4408,11.9829
1.8046,8.4396,11.9838
1.8044,8.4436,11.9804
1.804,8.4433,11.9794
1.8042,8.4433,11.981
1.804,8.4445,11.9777
1.8041,8.4438,11.9778
1.804,8.4442,11.9775
1.8041,8.4458,11.9744
1.8035,8.4466,11.9785
1.8036,8.4461,11.975
1.8029,8.4446,11.9702
1.8024,8.4446,11.9735
1.8027,8.4446,11.9766
1.8025,8.443,11.9811
1.803,8.4431,11.9806
1.8031,8.443,11.9799
1.8033,8.4419,11.9809
1.8036,8.4419,11.978
1.8034,8.4393,11.9786
1.8034,8.4365,11.9794
1.8029,8.4365,11.9812
1.8028,8.4366,11.9867
1.8014,8.4414,11.9874
1.8017,8.4417,11.9754
1.8,8.4417,11.9763
1.8003,8.441,11.9777
1.8003,8.4414,11.9824
1.8011,8.4397,11.9757
1.8006,8.4396,11.9713
1.8006,8.444,11.969
1.8001,8.4405,11.96
1.8002,8.4431,11.9556
1.8013,8.4391,11.9591
1.8016,8.4401,11.9576
1.8015,8.441,11.9535
1.801,8.4456,11.9469
1.8001,8.444,11.9442
1.7994,8.4425,11.9463
1.799,8.4398,11.9416
1.799,8.4361,11.9394
1.7989,8.4357,11.9385
1.7991,8.4389,11.9362
1.7993,8.4375,11.9249
1.7991,8.4368,11.9217
1.7984,8.436,11.9159
1.7974,8.433,11.9118
1.7975,8.4333,11.9133
1.7968,8.4314,11.916
1.7964,8.4302,11.9203
1.7966,8.432,11.9323
1.7964,8.4319,11.9286
1.7971,8.4304,11.9298
1.7972,8.4312,11.9386
1.7977,8.4288,11.9355
1.7975,8.4287,11.9302
1.7973,8.428,11.9281
1.7974,8.4296,11.9275
1.7971,8.4326,11.9194
1.7967,8.4382,11.9199
1.7972,8.4375,11.9187
1.797,8.4398,11.9195
1.7971,8.4429,11.9158
1.7971,8.4416,11.9157
1.7964,8.4405,11.9159
1.7961,8.4382,11.9124
1.7955,8.4389,11.9107
1.7955,8.4378,11.9107
1.796,8.4389,11.908
1.7962,8.4385,11.9071
1.7958,8.4408,11.9054
1.7956,8.4395,11.9003
1.7953,8.4395,11.9014
1.7952,8.4397,11.8981
1.7952,8.4401,11.9018
1.7962,8.4391,11.9038
1.7962,8.4406,11.9054
1.7968,8.4403,11.9055
1.7966,8.4397,11.9098
1.7961,8.4388,11.9095
1.796,8.4376,11.9107
1.7966,8.4347,11.9095
1.7967,8.4314,11.9058
1.7964,8.4328,11.9053
1.7967,8.4335,11.9113
1.7963,8.4347,11.912
1.7966,8.4338,11.9131
1.7964,8.4343,11.9152
1.7961,8.4346,11.9145
1.796,8.4369,11.9175
1.7961,8.4364,11.9201
1.7964,8.4354,11.9204
1.7964,8.436,11.9218
1.7964,8.4366,11.9193
1.7966,8.4388,11.9164
1.797,8.4376,11.9115
1.7968,8.4362,11.9082
1.7968,8.4359,11.9112
1.7971,8.4351,11.9154
1.7972,8.4363,11.912
1.7973,8.4372,11.9137
1.7975,8.4354,11.9092
1.7974,8.4349,11.9108
1.7974,8.4345,11.91
1.7969,8.434,11.9115
1.7968,8.4334,11.9119
1.7968,8.4336,11.9121
1.797,8.4333,11.9111
1.7971,8.4332,11.9116
1.7971,8.4339,11.9111
1.7968,8.4339,11.91
1.7966,8.4341,11.9171
1.7964,8.4326,11.9188
1.7962,8.4328,11.917
1.7961,8.4335,11.9166
1.7964,8.4342,11.9172
1.7963,8.4337,11.9148
1.7959,8.4338,11.914
1.7957,8.4324,11.9139
1.7957,8.4317,11.9145
1.7954,8.431,11.9152
1.7959,8.431,11.9131
1.7957,8.4304,11.8872
1.7952,8.4299,11.8862
1.795,8.4295,11.8868
1.7949,8.4286,11.8909
1.7948,8.4262,11.8905
1.795,8.427,11.8896
1.7954,8.4261,11.8903
1.7961,8.4266,11.8878
1.7959,8.4263,11.8914
1.7958,8.4267,11.8927
1.7957,8.4266,11.8954
1.7957,8.4268,11.9332
1.7952,8.4259,11.9291
1.7953,8.4222,11.9232
1.7955,8.4254,11.9174
1.7955,8.4234,11.9104
1.7959,8.4244,11.9086
1.7957,8.4302,11.9122
1.7961,8.4297,11.9109
1.7959,8.4273,11.9141
1.796,8.4292,11.9138
1.7959,8.428,11.9155
1.7963,8.4295,11.9132
1.7965,8.4292,11.9305
1.7966,8.4297,11.9244
1.797,8.4283,11.9231
1.797,8.4292,11.9228
1.7971,8.4292,11.9257
1.797,8.4291,11.9253
1.797,8.4297,11.9248
1.7972,8.4297,11.924
1.7981,8.4294,11.9239
1.7984,8.4294,11.9222
1.7983,8.4292,11.9243
1.7982,8.4296,11.9246
1.7982,8.4299,11.9243
1.7985,8.4303,11.9312
1.7986,8.4312,11.93
1.7986,8.4307,11.9288
1.7995,8.4302,11.9274
1.7996,8.4302,11.9232
1.7992,8.4298,11.9203
1.7991,8.4305,11.9216
1.7995,8.4307,11.9273
1.7997,8.4302,11.9268
1.7991,8.429,11.9236
1.799,8.43,11.9231
1.7985,8.4295,11.9213
1.7988,8.4285,11.9215
1.7998,8.4289,11.9276
1.7998,8.4292,11.9207
1.8003,8.4304,11.9206
1.8005,8.4306,11.9195
1.8006,8.4302,11.9233
1.8004,8.4295,11.9243
1.7998,8.4298,11.9256
1.7993,8.4304,11.9258
1.7998,8.4305,11.925
1.7997,8.4302,11.9254
1.7995,8.4298,11.9259
1.7994,8.43,11.9253
1.7992,8.4293,11.9236
1.7984,8.4292,11.9234
1.7984,8.4291,11.924
1.7983,8.4299,11.9245
1.7984,8.4315,11.9251
1.7982,8.4315,11.9256
1.7986,8.432,11.9256
1.7982,8.4338,11.9231
1.798,8.4336,11.9241
1.7982,8.4328,11.923
1.7978,8.4324,11.9216
1.7975,8.4328,11.9221
1.7981,8.4332,11.9235
1.7981,8.4333,11.9212
1.7978,8.4338,11.9208
1.7977,8.4332,11.9166
1.7979,8.4325,11.9173
1.7984,8.4332,11.9178
1.7983,8.4338,11.9182
1.7985,8.4337,11.9184
1.799,8.4332,11.92
1.7995,8.4346,11.9198
1.7994,8.4355,11.9252
1.8002,8.4352,11.93
1.8005,8.4295,11.9307
1.7998,8.4296,11.9186
1.8,8.4303,11.9218
1.8006,8.4351,11.9232
1.8003,8.4348,11.9237
1.8003,8.4347,11.9276
1.8,8.4356,11.9271
1.8006,8.4369,11.9254
1.8006,8.4374,11.9244
1.8003,8.4368,11.9246
1.8007,8.4366,11.9282
1.8008,8.4373,11.9278
1.8004,8.4367,11.9314
1.8004,8.4363,11.9319
1.8003,8.4368,11.9349
1.8006,8.4374,11.9341
1.8012,8.437,11.9334
1.8014,8.437,11.9321
1.8016,8.4378,11.9326
1.8015,8.4386,11.9341
1.8013,8.4385,11.9405
1.8016,8.4382,11.94
1.8013,8.439,11.9423
1.8014,8.4398,11.9437
1.8016,8.4406,11.9443
1.8018,8.44,11.9409
1.8019,8.4396,11.9421
1.802,8.4394,11.9457
1.802,8.4403,11.9469
1.8013,8.4411,11.9456
1.8014,8.4424,11.9515
1.8014,8.4424,11.9564
1.8019,8.4433,11.9547
1.8018,8.4438,11.9556
1.8018,8.4424,11.9581
1.8016,8.4431,11.9588
1.8017,8.4436,11.9649
1.8022,8.446,11.9635
1.8017,8.4457,11.9682
1.8017,8.4453,11.9679
1.8016,8.4466,11.9649
1.8014,8.4471,11.9667
1.8013,8.4489,11.9678
1.801,8.4499,11.9678
1.8011,8.4497,11.969
1.8013,8.4546,11.976
1.8027,8.4539,11.9835
1.8029,8.4545,11.9796
1.8023,8.4534,11.9815
1.8016,8.4527,11.9782
1.8011,8.4531,11.9656
1.801,8.4544,11.9679
1.8012,8.4545,11.9666
1.8012,8.4559,11.9717
1.8019,8.4602,11.9692
1.8012,8.4608,11.9723
1.8011,8.4584,11.9728
1.8012,8.4553,11.9734
1.8017,8.4538,11.9719
1.8018,8.4511,11.9757
1.8016,8.4522,11.9817
1.8021,8.4518,11.9795
1.802,8.4538,11.9793
1.8019,8.4495,11.9778
1.8017,8.4496,11.9769
1.8016,8.4487,11.975
1.8018,8.4487,11.9756
1.8016,8.449,11.9769
1.8016,8.4467,11.978
1.8018,8.4487,11.98
1.8015,8.448,11.9802
1.802,8.4481,11.9819
1.8011,8.4479,11.985
1.8011,8.4473,11.986
1.8013,8.4471,11.9906
1.8015,8.4471,11.9915
1.802,8.4483,11.991
1.8023,8.4492,11.9906
1.8026,8.4485,11.9865
1.8024,8.4467,11.9825
1.8027,8.4467,11.9784
1.8026,8.4476,11.9791
1.8026,8.4487,11.979
1.8024,8.4504,11.9801
1.8024,8.4511,11.9779
1.8025,8.4517,11.9777
1.8023,8.4523,11.9755
1.8026,8.4526,11.9777
1.803,8.4532,11.9781
1.8033,8.4529,11.98
1.804,8.4534,11.9823
1.8043,8.4547,11.9829
1.804,8.4566,11.9806
1.8042,8.457,11.9789
1.8036,8.4572,11.977
1.8034,8.4579,11.9752
1.8039,8.4588,11.9729
1.8042,8.4587,11.9729
1.8046,8.4628,11.9689
1.805,8.464,11.9667
1.8052,8.4632,11.9675
1.8051,8.462,11.9685
1.8053,8.4599,11.9711
1.8058,8.4598,11.9715
1.8065,8.4599,11.9689
1.8064,8.4606,11.9689
1.8064,8.4626,11.9696
1.8064,8.4636,11.9699
1.8067,8.4642,11.971
1.8065,8.4659,11.9699
1.8063,8.4665,11.9716
1.8064,8.4671,11.9658
1.8062,8.4675,11.9619
1.806,8.4674,11.9623
1.8058,8.4688,11.9508
1.8054,8.4679,11.951
1.8054,8.4681,11.9545
1.806,8.4689,11.9535
1.8055,8.4683,11.948
1.8049,8.4689,11.9438
1.8058,8.4664,11.948
1.8061,8.4675,11.9504
1.8062,8.4677,11.9504
1.806,8.4663,11.9576
1.8048,8.4668,11.9646
1.8053,8.4688,11.9687
1.8053,8.4688,11.9697
1.8053,8.4668,11.9679
1.8045,8.4691,11.9702
1.8042,8.4707,11.9774
1.8042,8.4712,11.9781
1.8048,8.471,11.9789
1.8049,8.4734,11.9791
1.804,8.4747,11.9782
1.8039,8.475,11.9782
1.8039,8.4757,11.9785
1.8038,8.4754,11.9764
1.8036,8.4773,11.9742
1.8036,8.4822,11.9714
1.8033,8.4831,11.9709
1.8033,8.4804,11.9702
1.8029,8.4776,11.9694
1.8026,8.4775,11.9628
1.8022,8.4769,11.9637
1.8023,8.4768,11.9637
1.8022,8.4759,11.9633
1.802,8.4756,11.9624
1.802,8.4742,11.9637
1.802,8.4738,11.9644
1.8019,8.4735,11.9601
1.8017,8.473,11.9581
1.8018,8.4726,11.9583
1.8018,8.472,11.958
1.8017,8.4722,11.9568
1.8018,8.4717,11.9611
1.8022,8.4712,11.9652
1.8022,8.4692,11.9652
1.8024,8.4685,11.9666
1.8023,8.4676,11.9672
1.8021,8.4669,11.9658
1.8019,8.467,11.9631
1.8018,8.467,11.9646
1.802,8.4663,11.9667
1.802,8.4684,11.967
1.8021,8.4686,11.9663
1.802,8.4694,11.9692
1.8022,8.4697,11.9708
1.8024,8.4691,11.9697
1.8025,8.4685,11.9675
1.8026,8.4673,11.9677
1.8025,8.4682,11.9675
1.8022,8.4697,11.9687
1.8021,8.47,11.9681
1.8022,8.4701,11.9696
1.8028,8.4714,11.9707
1.8031,8.4732,11.972
1.8034,8.4718,11.9718
1.8035,8.4701,11.9723
1.8039,8.47,11.9724
1.8038,8.4699,11.9729
1.8034,8.4705,11.9723
1.8038,8.4701,11.9722
1.8039,8.4711,11.9713
1.8041,8.4708,11.9739
1.8042,8.4702,11.9714
1.8041,8.4702,11.9687
1.8037,8.4705,11.9668
1.8036,8.4708,11.9677
1.8037,8.471,11.9679
1.8035,8.4705,11.9699
1.8039,8.4704,11.9747
1.8041,8.4697,11.9743
1.804,8.4701,11.9739
1.8036,8.47,11.9721
1.8038,8.4691,11.9723
1.8036,8.4679,11.9695
1.8037,8.4684,11.9728
1.8034,8.4687,11.974
1.8034,8.4698,11.9747
1.8034,8.4712,11.9746
1.8034,8.4715,11.9753
1.8034,8.4708,11.9751
1.8034,8.4703,11.9687
1.804,8.4698,11.9604
1.8046,8.4683,11.9603
1.8045,8.4678,11.9596
1.8042,8.4685,11.9599
1.8042,8.4686,11.9578
1.804,8.4686,11.9598
1.8042,8.4689,11.9641
1.8043,8.4691,11.965
1.8047,8.4662,11.9649
1.8048,8.467,11.9668
1.8051,8.4671,11.9666
1.8049,8.467,11.9646
1.8044,8.4679,11.9578
1.804,8.4673,11.9609
1.8044,8.4684,11.9632
1.8045,8.4683,11.9626
1.8045,8.4683,11.9631
1.8044,8.4694,11.9646
1.8045,8.4699,11.9649
1.8046,8.4698,11.9641
1.8043,8.4702,11.9675
1.8045,8.4696,11.9676
1.8045,8.4697,11.9697
1.8044,8.4697,11.971
1.8044,8.4698,11.9695
1.8043,8.4699,11.9765
1.8043,8.4698,11.9758
1.8049,8.469,11.979
1.8049,8.4686,11.9782
1.8047,8.4691,11.9768
1.805,8.4691,11.9767
1.8045,8.4699,11.978
1.8045,8.4697,11.9782
1.8044,8.4692,11.9791
1.8045,8.4698,11.9768
1.8045,8.4699,11.978
1.8043,8.4708,11.9778
1.8037,8.4705,11.9809
1.8038,8.4691,11.9803
1.8047,8.4691,11.9808
1.8039,8.4692,11.9809
1.8036,8.4689,11.9801
1.8048,8.4694,11.98
1.8046,8.469,11.982
1.8049,8.4692,11.9838
1.8049,8.4691,11.9848
1.8048,8.4709,11.9827
1.8047,8.4705,11.9803
1.8045,8.4709,11.98
1.8045,8.4708,11.9831
1.8043,8.4704,11.9837
1.8044,8.4703,11.9827
1.8044,8.4717,11.9842
1.8046,8.4726,11.9844
1.8079,8.4717,11.9877
1.809,8.4717,11.9877
1.8091,8.4717,11.9861
1.8083,8.4715,11.9856
